UAI;COMMUNE;ACADEMIE;MINISTERE;TYPE_ETABLISSEMENT;MNEMONIQUE_FORMATION_ACCUEIL;CODE_SPECIALITE_FORMATION_ACCUEIL;LIBELLE_FORMATION_ACCUEIL_BAN;CODE_FORMATION_ACCUEIL_BAN;CODE_COMMUNE_INSEE;CODE_POSTAL
0761772N ; ROUEN                      ; ROUEN                                    ; Education Nationale ; LYCEE PROFESSIONNEL                      ;  1CAP2                        ;  33615                             ;  1CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE  ;  24133615210                ;  76540              ;  76000
0762232N ; LE PETIT QUEVILLY          ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33615                             ;  1CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE  ;  24133615210                ;  76498              ;  76140
0271124A ; VAL DE REUIL CEDEX         ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  27701              ;  27102
0763467F ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  76351              ;  76600
0762518Z ; DIEPPE CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  76217              ;  76208
0762232N ; LE PETIT QUEVILLY          ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  33616                             ;  1CAP2  METIERS DE LA COIFFURE            ;  24133616210                ;  76498              ;  76140
0271473E ; LE NEUBOURG                ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  21130                             ;  1CAP2A METIERS DE L'AGRICULTURE          ;  27121130210                ;  27428              ;  27110
0762652V ; YVETOT CEDEX               ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  21130                             ;  1CAP2A METIERS DE L'AGRICULTURE          ;  27121130210                ;  76758              ;  76195
0762760M ; TERRES DE CAUX             ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  21130                             ;  1CAP2A METIERS DE L'AGRICULTURE          ;  27121130210                ;  76258              ;  76640
0271635F ; EVREUX CEDEX               ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  21130                             ;  1CAP2A METIERS DE L'AGRICULTURE          ;  27121130210                ;  27229              ;  27035
0762652V ; YVETOT CEDEX               ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  21237                             ;  1CAP2A PALEFRENIER SOIGNEUR              ;  27121237210                ;  76758              ;  76195
0271635F ; EVREUX CEDEX               ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  21405                             ;  1CAP2A JARDINIER PAYSAGISTE              ;  27121405210                ;  27229              ;  27035
0763094A ; ROUEN                      ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  21405                             ;  1CAP2A JARDINIER PAYSAGISTE              ;  27121405210                ;  76108              ;  76000
0762760M ; TERRES DE CAUX             ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2A                       ;  21405                             ;  1CAP2A JARDINIER PAYSAGISTE              ;  27121405210                ;  76258              ;  76640
0271473E ; LE NEUBOURG                ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  2DPROA                       ;  2111A                             ;  2DPROA CDTE GESTION EXPLOIT.AGRI.CULTURE ;  AFFECTATION                ;  27428              ;  27110
0762652V ; YVETOT CEDEX               ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  2DPROA                       ;  2120A                             ;  2DPROA CDTE GESTION EXPLOIT.AGRI.ELEVAGE ;  AFFECTATION                ;  76758              ;  76195
0762760M ; TERRES DE CAUX             ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  2DPROA                       ;  2120B                             ;  2DPROA TECHN CONSEIL DE VENTE ANIMALERIE ;  AFFECTATION                ;  76258              ;  76640
0762652V ; YVETOT CEDEX               ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  2DPROA                       ;  2121A                             ;  2DPROA COND GEST ENTR HIPPIQUE           ;  AFFECTATION                ;  76758              ;  76195
0271635F ; EVREUX CEDEX               ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  2DPROA                       ;  2140A                             ;  2DPROA AMENAGEMENTS PAYSAGERS DSDEN 27   ;  AFFECTATION                ;  27229              ;  27035
0762760M ; TERRES DE CAUX             ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  2DPROA                       ;  2140D                             ;  2DPROA AMENAGEMENTS PAYSAGERS DSDEN 76   ;  AFFECTATION                ;  76258              ;  76640
0762760M ; TERRES DE CAUX             ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  2DPROA                       ;  2140E                             ;  2DPROA TEC CONS VTE PROD DES JARDINS     ;  AFFECTATION                ;  76258              ;  76640
0762652V ; YVETOT CEDEX               ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  2DPROA                       ;  2210B                             ;  2DPROA TEC CONS VTE ALIMENTATION P.ALIM  ;  AFFECTATION                ;  76758              ;  76195
0762652V ; YVETOT CEDEX               ; ROUEN                                    ; Agriculture         ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  22003                             ;  2NDPRO BIO-INDUSTRIES DE TRANSFORMATION  ;  24722003310                ;  76758              ;  76195
0271415S ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  22503                             ;  2NDPRO PLASTIQUES ET COMPOSITES          ;  24722503310                ;  27229              ;  27035
0271177H ; EVREUX CEDEX               ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  22703                             ;  2NDPRO TECHN.INSTALL.SYST.ENERG.CLIMATIQ ;  24722703310                ;  27229              ;  27035
0761817M ; LE HAVRE                   ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  22703                             ;  2NDPRO TECHN.INSTALL.SYST.ENERG.CLIMATIQ ;  24722703310                ;  76351              ;  76600
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  23004                             ;  2NDPRO TECHN. ETUDES BAT.A ETUDES & ECO. ;  24723004310                ;  76540              ;  76001
0761819P ; ROUEN CEDEX                ; ROUEN                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  23203                             ;  2NDPRO TECHNICIEN BAT. : ORG.REAL.GROS O ;  24723203310                ;  76540              ;  76001
